index,Country_Code,Country_Name,Continent_Name,Years,GDP,Expenditures,PopTotal,Departure,Receipts,Arrivals,Jobs,Receipts_PCapita,Ratio GDP,AVG_Exp_Arrivals,Jobs_per_tourist,Cos_of_oneJob,GDP_N,Expenditures_N,PopTotal_N,Arrivals_N,Departure_N
GEO2000,GEO,Georgia,Europe,2000,749.908523611591,129000000.0,4077131.0,315000.0,107000000.0,387000.0,67.0303,26.243944577694464,0.03499619453757176,333.3333333333333,0.1732,1924.557,-0.37177624457626973,-0.3268486457488576,-0.25514461643325786,-0.3386866861707807,-0.32355934412853177
DEU2000,DEU,Germany,Europe,2000,23635.929220397702,57601000000.0,82211508.0,80507000.0,24943000000.0,18983000.0,3113.97,303.4003463359412,0.012836404420863982,3034.346520571037,0.16404,18497.601,-0.22592325941738922,0.017900824475792915,-0.18235190224699108,-0.2225954166301207,0.11558879126843569
GRC2000,GRC,Greece,Europe,2000,12042.9537310995,4564000000.0,10805808.0,3765000.0,9262000000.0,13096000.0,409.622,857.1316462406143,0.07117287547382777,348.50335980452047,0.03128,11141.412,-0.29980548229877135,-0.3002450144075727,-0.24887594596426948,-0.25934683111634704,-0.30466642379833003
HUN2000,HUN,Hungary,Europe,2000,4624.2816567029495,1722000000.0,10210971.0,11065000.0,3809000000.0,2992000.0,168.949,373.03014571288077,0.08066769574300676,575.5347593582887,0.05647,10191.868,-0.3470848010716287,-0.3172929332963961,-0.24943011688609582,-0.3224241696536039,-0.2646900996213814
ISL2000,ISL,Iceland,Europe,2000,32018.0632471857,471000000.0,281205.0,283000.0,386000000.0,303000.0,5.50443,1372.6640706957558,0.042871552226582885,1554.4554455445545,0.01817,85550.657,-0.17250378182421633,-0.3247971368607585,-0.2586810336544539,-0.33921108209686235,-0.32373458280985534
IRL2000,IRL,Ireland,Europe,2000,26241.3646146973,2626000000.0,3805174.0,3783000.0,3517000000.0,6646000.0,39.3027,924.2678521402701,0.03522179069996249,395.12488715016553,0.00591,66857.003,-0.2093187769286285,-0.31187023144013415,-0.25539798107161615,-0.2996129468690496,-0.30456785204008546
ITA2000,ITA,Italy,Europe,2000,20087.5919858794,18167000000.0,56942108.0,20080000.0,28708000000.0,41181000.0,1189.49,504.1611736607995,0.025098138891670053,441.1500449236298,0.02888,15275.279,-0.24853687079446793,-0.2186465483116317,-0.20589375773344937,-0.0840175503543856,-0.21532207736724557
KAZ2000,KAZ,Kazakhstan,Europe,2000,1229.00095844501,483000000.0,14883626.0,1247000.0,403000000.0,1683000.0,116.529,27.07673519880169,0.022031500474222945,286.98752228163994,0.06924,4144.823,-0.36872298063347764,-0.324725154092755,-0.24507690831176968,-0.33059600616837714,-0.3184555175349816
LVA2000,LVA,Latvia,Europe,2000,3351.23070568401,281000000.0,2367550.0,2596000.0,172000000.0,509000.0,20.8999,72.64894088826001,0.02167828695441362,552.0628683693517,0.04106,13445.272,-0.35519797565647643,-0.3259368640208135,-0.2567373217940656,-0.3379250635162334,-0.31106811187543315
LTU2000,LTU,Lithuania,Europe,2000,3297.35470084107,261000000.0,3499536.0,3632000.0,430000000.0,1083000.0,35.4659,122.87343236360478,0.03726424467839718,240.9972299168975,0.03275,7358.694,-0.35554132831873636,-0.3260568353008193,-0.255682724105767,-0.33434169135467506,-0.3053947595675813
LUX2000,LUX,Luxembourg,Europe,2000,48735.995492187,1309000000.0,436300.0,950000.0,1686000000.0,852000.0,5.7583199999999986,3864.3135457254184,0.07929074817697972,1536.3849765258217,0.00676,227275.884,-0.06596012550567755,-0.3197703402285157,-0.25853654173629703,-0.33578378015139976,-0.3200819515460164
MLT2000,MLT,Malta,Europe,2000,11039.056507451101,224000000.0,390087.0,200000.0,731000000.0,1216000.0,22.0009,1873.9409413797434,0.16975553482445513,184.21052631578948,0.01809,10183.003,-0.3062033357658179,-0.32627878216883005,-0.25857959538092634,-0.3335113978050457,-0.3241891081395385
MDA2000,MDA,Moldova,Europe,2000,354.003798172847,86000000.0,3639592.0,93300.0,57000000.0,69000.0,29.7223,15.661096078901151,0.04423990974033114,1246.376811594203,0.43076,2893.437,-0.37429935188307456,-0.32710658400087,-0.25555224304519525,-0.3406718993195186,-0.3247734196175769
NLD2000,NLD,Netherlands,Europe,2000,26149.41107829,13649000000.0,15925513.0,13896000.0,11285000000.0,10003000.0,564.56,708.6113960661738,0.027098560420524484,1364.4906528041588,0.05644,24175.951,-0.20990479832389897,-0.24574806046494063,-0.2441062499982672,-0.2786558382517128,-0.24918695253303325
NOR2000,NOR,Norway,Europe,2000,38131.4606116242,4893000000.0,4490967.0,2394000.0,2521000000.0,3104000.0,168.729,561.349036855537,0.014721414492169028,1576.3530927835052,0.05436,28998.401,-0.13354300018029325,-0.29827148685147736,-0.2547590723638659,-0.32172497508549497,-0.31217430605128843
POL2000,POL,Poland,Europe,2000,4492.7276035593795,3417000000.0,38258629.0,56677000.0,6128000000.0,17400000.0,376.265,160.17301613186402,0.03565161974319707,196.3793103448276,0.02162,9083.224,-0.34792319720938253,-0.307125367315905,-0.22329993922577915,-0.23247778271330335,-0.014909264229740364
PRT2000,PRT,Portugal,Europe,2000,11497.7534604525,2753000000.0,10289898.0,17141000.0,6027000000.0,5599000.0,182.971,585.7200916860401,0.05094213349596285,491.6949455259868,0.03268,15045.745,-0.3032800525631626,-0.31110841381209736,-0.24935658573664313,-0.30614916751913945,-0.2314166550050609
ROU2000,ROU,Romania,Europe,2000,1659.9076395454802,447000000.0,22442971.0,6388000.0,394000000.0,5264000.0,161.234,17.555607945133467,0.010576255887309842,84.91641337386018,0.03063,2772.328,-0.36597680528931936,-0.32494110239676544,-0.23803435852577234,-0.3082405084148225,-0.2903023281385853
RUS2000,RUS,Russian Federation,Europe,2000,1771.59782952435,8848000000.0,146596557.0,18371000.0,3429000000.0,21169000.0,981.209,23.390726700354907,0.01320318094238973,417.96967263451273,0.04635,9017.684,-0.36526500187721866,-0.27454716623033154,-0.12236854217328394,-0.20894863693470864,-0.22468091819168462
SVK2000,SVK,Slovak Republic,Europe,2000,5413.15062068807,341000000.0,5388720.0,2987000.0,441000000.0,1053000.0,30.512,81.83761635416202,0.015118296550144687,323.83665716999053,0.02898,11174.488,-0.34205732622919877,-0.32557695018079613,-0.2539226943181452,-0.33452897561399,-0.3089269142380103
SVN2000,SVN,Slovenia,Europe,2000,10201.3035366727,544000000.0,1988925.0,1965000.0,1016000000.0,1090000.0,28.0807,510.828714003796,0.05007484702003192,499.08256880733944,0.02576,19374.323,-0.31154234918508433,-0.3243592416887373,-0.25709006206623514,-0.3342979916941683,-0.3145235996227831
ESP2000,ESP,Spain,Europe,2000,14713.0657111519,7710000000.0,40567864.0,4100000.0,32656000000.0,46403000.0,785.284,804.9721326220183,0.054711380240209384,166.1530504493244,0.01692,9819.92,-0.2827888148685168,-0.28137353206266125,-0.22114857525772802,-0.05141760361630611,-0.30283189385322345
SWE2000,SWE,Sweden,Europe,2000,29456.0686420488,8959000000.0,8872109.0,10147000.0,4825000000.0,3828000.0,127.141,543.8391255111947,0.01846271924878867,2340.3866248693835,0.03321,70472.346,-0.18883141545135185,-0.2738813256262994,-0.25067744748042375,-0.3172051816273621,-0.2697172592918525
CHE2000,CHE,Switzerland,Europe,2000,37868.296000612005,7360000000.0,7184250.0,12240000.0,8988000000.0,7821000.0,149.005,1251.0700490656645,0.033037400178910756,941.0561309295487,0.01905,49399.272,-0.13522015256134018,-0.28347302946276265,-0.2522499158674657,-0.2922776467125495,-0.2582555542915301
TUR2000,TUR,Turkey,Europe,2000,4316.5489077047705,1713000000.0,63240194.0,5284000.0,7636000000.0,9586000.0,546.93,120.74599265144569,0.02797280772978655,178.6981013978719,0.05706,3131.758,-0.34904598692683664,-0.31734692037239864,-0.2000262408769634,-0.2812590894561898,-0.2963480626442499
UKR2000,UKR,Ukraine,Europe,2000,635.708963537223,561000000.0,49175848.0,13422000.0,563000000.0,6431000.0,332.171,11.448709537250888,0.01800935678733831,87.23371170890996,0.05165,1688.939,-0.3725040402451348,-0.3242572661007324,-0.21312907675923795,-0.30095515072747303,-0.2517826755001392
GBR2000,GBR,United Kingdom,Europe,2000,28149.8700107891,47009000000.0,58892514.0,56837000.0,29978000000.0,23212000.0,1789.4,509.02904229899235,0.018082820350640873,2025.2024814750991,0.07709,26270.625,-0.1971558407458909,-0.045635965415275745,-0.20407669139266088,-0.19619457887536423,-0.014033070823122313
ALB2001,ALB,Albania,Europe,2001,1281.65939343074,269000000.0,3060173.0,955000.0,451000000.0,354000.0,45.9948,147.37728880033907,0.11498943444392057,759.8870056497175,0.12993,5848.434,-0.368387387563882,-0.32600884678881703,-0.2560920500198012,-0.338892698856027,-0.32005457050205954
ARM2001,ARM,Armenia,Europe,2001,694.42322774468,59000000.0,3050687.0,110000.0,81000000.0,123000.0,16.546,26.551396455945824,0.03823517905957493,479.6747967479675,0.13452,3565.825,-0.3721298532766127,-0.3272685452288778,-0.25610088750866694,-0.3403347876527517,-0.3246819669307611
AUT2001,AUT,Austria,Europe,2001,24537.5142629883,7408000000.0,8042293.0,8350000.0,11511000000.0,18180000.0,224.71,1431.3082102330766,0.05833142652073856,407.4807480748075,0.01236,32967.698,-0.22017744315781987,-0.28318509839074874,-0.2514505330444795,-0.22760839197111607,-0.27955800648993145
AZE2001,AZE,Azerbaijan,Europe,2001,703.683843432722,119000000.0,8111200.0,1130000.0,57000000.0,576000.0,45.0385,7.027320248545221,0.009986473775302887,206.59722222222223,0.07819,2642.246,-0.37207083522098805,-0.32690863138886045,-0.25138633687694073,-0.3375067953370968,-0.31909623396357106
BLR2001,BLR,Belarus,Europe,2001,1244.37318523431,486000000.0,9928549.0,1387000.0,272000000.0,61000.0,68.7832,27.39574534002904,0.022015698879649628,7967.213114754099,1.12759,7065.7,-0.36862501318009355,-0.32470715840075415,-0.24969323108390806,-0.3407218417886692,-0.3176888483041908
BEL2001,BEL,Belgium,Europe,2001,22995.1575247288,10878000000.0,10286570.0,6570000.0,8304000000.0,6452000.0,151.26,807.2661732725292,0.035105920557595746,1685.9888406695597,0.02344,71927.852,-0.23000690794051373,-0.26237008130974343,-0.24935968621766202,-0.3008240517459526,-0.2893056581385573
BGR2001,BGR,Bulgaria,Europe,2001,1757.44377980694,836000000.0,8009142.0,2730000.0,1262000000.0,3186000.0,70.2271,157.5699369545452,0.08965859321648098,262.39799121155056,0.02204,11905.535,-0.3653552058681493,-0.32260766100065275,-0.25148141767376364,-0.3212130647767009,-0.31033429989739053
HRV2001,HRV,Croatia,Europe,2001,5391.09995581021,677000000.0,4299642.0,2357000.0,3463000000.0,6544000.0,122.321,805.4158927650255,0.1493973213939385,103.45354523227384,0.01869,5535.235,-0.34219785547802645,-0.3235614326766988,-0.25493731741523024,-0.30024971335072026,-0.31237692577656884
CYP2001,CYP,Cyprus,Europe,2001,14821.4455185468,558868600.0,960276.0,684000.0,2180419000.0,2697000.0,36.1224,2270.616989282248,0.1531980795288094,207.21861327400816,0.01339,15475.625,-0.2820981085789035,-0.3242700514400426,-0.2580483873966462,-0.3242657982035337,-0.32153862308451886
CZE2001,CZE,Czech Republic,Europe,2001,6609.205529860539,1386000000.0,10216605.0,7213000.0,3104000000.0,5405000.0,258.548,303.8191258250662,0.045969084249597704,256.4292321924144,0.04783,5361.263,-0.33443484868152984,-0.3193084508004934,-0.24942486805494785,-0.30736027239604247,-0.285784455885711
DNK2001,DNK,Denmark,Europe,2001,30751.654348268,4861000000.0,5358783.0,4946000.0,4003000000.0,3684000.0,60.467,746.9979657694666,0.024291309901886278,1319.4896851248643,0.01641,80407.659,-0.18057462650211423,-0.2984634408994866,-0.25395058467279147,-0.31810414607207366,-0.2981990212157305
EST2001,EST,Estonia,Europe,2001,4509.1784599903,253000000.0,1388115.0,1658000.0,661000000.0,1320000.0,25.9176,476.1853304661357,0.10560356718885773,191.66666666666666,0.01963,9763.967,-0.34781835563160635,-0.32610482381282163,-0.25764979764344786,-0.3328621457060874,-0.3162047957217315
FIN2001,FIN,Finland,Europe,2001,24946.1891891404,2442000000.0,5188008.0,5824000.0,2065000000.0,1999000.0,70.8552,398.0333106656736,0.015955675941034947,1221.6108054027013,0.03545,34460.107,-0.21757295115247793,-0.3129739672161875,-0.2541096846265181,-0.3286232786369269,-0.29339090989691397
FRA2001,FRA,France,Europe,2001,22433.555714194503,26749000000.0,61357430.0,19265000.0,38385000000.0,75202000.0,1274.5,625.5966066375336,0.02788664510466776,355.69532725193477,0.01695,20984.975,-0.23358600548753997,-0.16716687206114536,-0.20178028956838887,0.12836904251734985,-0.21978518753220627
GEO2001,GEO,Georgia,Europe,2001,801.9904138883729,136000000.0,4014373.0,306000.0,136000000.0,302000.0,99.4176,33.87826691739905,0.042242732993706934,450.33112582781456,0.3292,1367.956,-0.37144432583555775,-0.32680665580085555,-0.2552030839776641,-0.3392173249055062,-0.323608630007654
DEU2001,DEU,Germany,Europe,2001,23607.882855392203,56529000000.0,82349925.0,81551000.0,24175000000.0,17861000.0,3119.1,293.56432322190943,0.012435012704023873,3164.940372879458,0.17463,18123.692,-0.22610199936144088,0.011470363867482342,-0.18222294813605577,-0.2295998479284978,0.12130595324661847
